Instance_Name,Index,Number_Of_Customers,Number_Of_Hotels,Objective_Value,Sum_of_Trips,Penalties,Hotel_Fees,Max_Trip_Length,Number_Of_Trips,Prize,Time,Trace
a280_1,16,279,10,905008,5008,0,900000,515,10,27900,0.016686677932739258,[905008]
a280_1,17,279,10,1005137,5137,0,1000000,513,11,27900,0.016712665557861328,[1005137]
a280_1,18,279,10,1105631,5631,0,1100000,514,12,27900,0.012172698974609375,[1105631]
a280_1,19,279,10,1005146,5146,0,1000000,512,11,27900,0.011480331420898438,[1005146]
a280_1,20,279,10,1005137,5137,0,1000000,514,11,27900,0.011789083480834961,[1005137]
a280_1,21,279,10,904841,4841,0,900000,511,10,27900,0.011223554611206055,[904841]
a280_1,22,279,10,904967,4967,0,900000,512,10,27900,0.011060476303100586,[904967]
a280_1,23,279,10,904865,4865,0,900000,513,10,27900,0.01151585578918457,[904865]
a280_1,24,279,10,1005228,5228,0,1000000,514,11,27900,0.012024164199829102,[1005228]
a280_1,25,279,10,1005447,5447,0,1000000,513,11,27900,0.011737346649169922,[1005447]
a280_1,26,279,10,1005234,5234,0,1000000,515,11,27900,0.012386083602905273,[1005234]
a280_1,27,279,10,1005281,5281,0,1000000,514,11,27900,0.011998653411865234,[1005281]
a280_1,28,279,10,1005186,5186,0,1000000,513,11,27900,0.01851344108581543,[1005186]
a280_1,29,279,10,1005445,5445,0,1000000,514,11,27900,0.016706466674804688,[1005445]
a280_1,30,279,10,1005154,5154,0,1000000,510,11,27900,0.011573314666748047,[1005154]
a280_1,31,279,10,904772,4772,0,900000,515,10,27900,0.016489744186401367,[904772]
a280_1,32,279,10,905020,5020,0,900000,513,10,27900,0.016518115997314453,[905020]
a280_1,33,279,10,1005183,5183,0,1000000,515,11,27900,0.015784502029418945,[1005183]
a280_1,34,279,10,1005317,5317,0,1000000,515,11,27900,0.011833906173706055,[1005317]
a280_1,35,279,10,1005255,5255,0,1000000,514,11,27900,0.011610984802246094,[1005255]
a280_1,36,279,10,904957,4957,0,900000,511,10,27900,0.010950326919555664,[904957]
a280_1,37,279,10,904986,4986,0,900000,514,10,27900,0.01552581787109375,[904986]
a280_1,38,279,10,904873,4873,0,900000,515,10,27900,0.011451005935668945,[904873]
a280_1,39,279,10,904814,4814,0,900000,515,10,27900,0.017321109771728516,[904814]
a280_1,40,279,10,904985,4985,0,900000,514,10,27900,0.018756628036499023,[904985]
a280_1,41,279,10,904860,4860,0,900000,515,10,27900,0.018558979034423828,[904860]
a280_1,42,279,10,904910,4910,0,900000,515,10,27900,0.05834388732910156,[904910]
a280_1,43,279,10,904628,4628,0,900000,515,10,27900,0.01622462272644043,[904628]
a280_1,44,279,10,904722,4722,0,900000,515,10,27900,0.015932559967041016,[904722]
a280_1,45,279,10,904854,4854,0,900000,514,10,27900,0.010949134826660156,[904854]
a280_1,46,279,10,1005158,5158,0,1000000,515,11,27900,0.013713836669921875,[1005158]
a280_1,47,279,10,904934,4934,0,900000,512,10,27900,0.013461589813232422,[904934]
a280_1,48,279,10,904901,4901,0,900000,515,10,27900,0.011338233947753906,[904901]
a280_1,49,279,10,904995,4995,0,900000,510,10,27900,0.012335062026977539,[904995]
